step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
30,'C1259046770','4','F','28007','M1823072687','28007','es_transportation',40.88,0
30,'C1581709798','2','M','28007','M348934600','28007','es_transportation',34.57,0
30,'C597262762','3','F','28007','M1823072687','28007','es_transportation',23.8,0
30,'C481108455','3','M','28007','M209847108','28007','es_wellnessandbeauty',7.99,0
30,'C1487874353','4','M','28007','M1823072687','28007','es_transportation',25.94,0
30,'C1640022626','6','M','28007','M348934600','28007','es_transportation',35.35,0
30,'C560376591','2','F','28007','M1823072687','28007','es_transportation',11.34,0
30,'C1659350842','2','F','28007','M1823072687','28007','es_transportation',3.99,0
30,'C712473227','1','F','28007','M677738360','28007','es_contents',78.6,0
30,'C478715873','5','F','28007','M1823072687','28007','es_transportation',10.41,0
30,'C85676975','4','M','28007','M1946091778','28007','es_wellnessandbeauty',4.63,0
30,'C332229910','4','F','28007','M348934600','28007','es_transportation',13.53,0
30,'C1882290962','2','F','28007','M692898500','28007','es_health',52.64,0
30,'C1396720108','1','M','28007','M1823072687','28007','es_transportation',23.82,0
30,'C54876469','4','M','28007','M348934600','28007','es_transportation',4.98,0
30,'C1255149927','2','M','28007','M348934600','28007','es_transportation',25.3,0
30,'C399389739','4','F','28007','M1823072687','28007','es_transportation',37.78,0
30,'C1158738757','3','M','28007','M348934600','28007','es_transportation',18.64,0
30,'C179196508','3','F','28007','M348934600','28007','es_transportation',49.13,0
30,'C466769207','2','F','28007','M348934600','28007','es_transportation',6.67,0
30,'C1414112698','1','M','28007','M85975013','28007','es_food',65.82,0
30,'C1760492708','1','F','28007','M1823072687','28007','es_transportation',48.26,0
30,'C480975116','2','M','28007','M209847108','28007','es_wellnessandbeauty',94.93,0
30,'C831378949','2','M','28007','M1352454843','28007','es_hotelservices',245.41,0
30,'C1421601814','2','F','28007','M85975013','28007','es_food',4.87,0
30,'C1416816772','2','F','28007','M348934600','28007','es_transportation',36.33,0
30,'C559952121','4','F','28007','M1823072687','28007','es_transportation',17.29,0
30,'C1009080922','3','F','28007','M348934600','28007','es_transportation',7.55,0
30,'C2063978670','2','M','28007','M348934600','28007','es_transportation',22.88,0
30,'C1597422235','3','F','28007','M1823072687','28007','es_transportation',0.83,0
30,'C1585648581','4','F','28007','M1823072687','28007','es_transportation',18.48,0
30,'C1370192017','6','F','28007','M1823072687','28007','es_transportation',11.68,0
30,'C1256908044','3','F','28007','M1823072687','28007','es_transportation',13.64,0
30,'C1806256044','3','M','28007','M1823072687','28007','es_transportation',20.76,0
30,'C1750835738','5','F','28007','M1823072687','28007','es_transportation',39,0
30,'C1196357413','3','F','28007','M1823072687','28007','es_transportation',46.08,0
30,'C1284515419','6','F','28007','M348934600','28007','es_transportation',38.99,0
30,'C1076053396','4','M','28007','M348934600','28007','es_transportation',36.77,0
30,'C2109595609','6','M','28007','M348934600','28007','es_transportation',56.44,0
30,'C843090653','4','F','28007','M348934600','28007','es_transportation',32.8,0
30,'C1258454385','5','M','28007','M1823072687','28007','es_transportation',46.97,0
30,'C155920620','2','M','28007','M348934600','28007','es_transportation',8.68,0
30,'C1240209240','1','F','28007','M348934600','28007','es_transportation',55.55,0
30,'C363287468','2','F','28007','M1823072687','28007','es_transportation',34.97,0
30,'C1279668658','2','M','28007','M1823072687','28007','es_transportation',55.49,0
30,'C800379810','2','F','28007','M348934600','28007','es_transportation',63.81,0
30,'C1275518867','5','F','28007','M1649169323','28007','es_sportsandtoys',581.74,1
30,'C1697851479','3','M','28007','M348934600','28007','es_transportation',36.22,0
30,'C1619755203','5','F','28007','M348934600','28007','es_transportation',29.59,0
30,'C187514477','3','M','28007','M348934600','28007','es_transportation',13.66,0
30,'C1304621872','2','F','28007','M1823072687','28007','es_transportation',6.71,0
30,'C318717540','4','M','28007','M348934600','28007','es_transportation',27.5,0
30,'C366069783','4','F','28007','M1823072687','28007','es_transportation',0.1,0
30,'C192974759','1','F','28007','M348934600','28007','es_transportation',34.21,0
30,'C1807765388','3','F','28007','M348934600','28007','es_transportation',27.08,0
30,'C895429374','2','F','28007','M209847108','28007','es_wellnessandbeauty',135.83,0
30,'C85945497','4','F','28007','M348934600','28007','es_transportation',14.21,0
30,'C2027310658','4','F','28007','M1888755466','28007','es_otherservices',2.83,0
30,'C1754543106','2','M','28007','M1823072687','28007','es_transportation',52.58,0
30,'C783259685','3','M','28007','M151143676','28007','es_barsandrestaurants',36.06,0
30,'C1512732275','3','F','28007','M1823072687','28007','es_transportation',3.16,0
30,'C1239154010','4','F','28007','M348934600','28007','es_transportation',41.08,0
30,'C1556425826','3','M','28007','M348934600','28007','es_transportation',54.5,0
30,'C1962291095','2','M','28007','M348934600','28007','es_transportation',2.51,0
30,'C17166563','4','F','28007','M348934600','28007','es_transportation',20.18,0
30,'C1344489848','4','F','28007','M348934600','28007','es_transportation',51.75,0
30,'C951702775','2','M','28007','M348934600','28007','es_transportation',7.43,0
30,'C455036670','2','M','28007','M1823072687','28007','es_transportation',39.29,0
30,'C261768480','4','F','28007','M1823072687','28007','es_transportation',62.16,0
30,'C1268275182','1','M','28007','M1823072687','28007','es_transportation',25.17,0
30,'C1899001756','2','M','28007','M1823072687','28007','es_transportation',65.33,0
31,'C1954938610','4','M','28007','M1823072687','28007','es_transportation',60.2,0
31,'C1200311106','3','F','28007','M1823072687','28007','es_transportation',36.43,0
31,'C62153477','3','M','28007','M1823072687','28007','es_transportation',2.37,0
31,'C1554037473','4','F','28007','M348934600','28007','es_transportation',49.98,0
31,'C1883823119','4','M','28007','M348934600','28007','es_transportation',49.62,0
31,'C660475396','5','M','28007','M348934600','28007','es_transportation',25.26,0
31,'C786249459','4','M','28007','M1823072687','28007','es_transportation',33.85,0
31,'C210584188','4','M','28007','M348934600','28007','es_transportation',16.79,0
31,'C344259725','3','M','28007','M348934600','28007','es_transportation',16.13,0
31,'C1647801193','4','M','28007','M1823072687','28007','es_transportation',1.75,0
31,'C443009341','2','F','28007','M547558035','28007','es_fashion',82.53,0
31,'C362857866','3','F','28007','M1823072687','28007','es_transportation',57.48,0
31,'C2074563683','2','M','28007','M348934600','28007','es_transportation',8.35,0
31,'C1489836575','2','F','28007','M1946091778','28007','es_wellnessandbeauty',46.82,0
31,'C1150646122','3','M','28007','M348934600','28007','es_transportation',4.28,0
31,'C1719044180','2','M','28007','M1823072687','28007','es_transportation',24.12,0
31,'C2049382420','3','M','28007','M855959430','28007','es_hyper',119.66,0
31,'C778028540','2','F','28007','M348934600','28007','es_transportation',18.63,0
31,'C1482560016','5','M','28007','M348934600','28007','es_transportation',41.4,0
31,'C1560676680','2','F','28007','M1823072687','28007','es_transportation',27.91,0
31,'C1476138873','5','F','28007','M348934600','28007','es_transportation',3.12,0
31,'C2068909690','2','F','28007','M348934600','28007','es_transportation',26.65,0
31,'C1141524074','3','M','28007','M1823072687','28007','es_transportation',44.66,0
31,'C262404738','1','F','28007','M348934600','28007','es_transportation',33.74,0
31,'C1584479959','2','M','28007','M348934600','28007','es_transportation',13.1,0
31,'C1580025618','2','F','28007','M348934600','28007','es_transportation',3.84,0
31,'C1083859927','1','F','28007','M1842530320','28007','es_tech',41.66,0
31,'C1541224095','2','F','28007','M348934600','28007','es_transportation',19.18,0
31,'C187965576','1','M','28007','M348934600','28007','es_transportation',86.93,0
31,'C7197142','2','M','28007','M348934600','28007','es_transportation',68.14,0
31,'C297745197','4','F','28007','M348934600','28007','es_transportation',24.27,0
31,'C1087227796','2','M','28007','M348934600','28007','es_transportation',28.88,0
31,'C1166355595','4','F','28007','M348934600','28007','es_transportation',36.75,0
31,'C1338020899','3','M','28007','M348934600','28007','es_transportation',52.44,0
31,'C1321173882','2','F','28007','M1823072687','28007','es_transportation',21.62,0
31,'C524663308','2','F','28007','M1823072687','28007','es_transportation',14.88,0
31,'C1035581047','5','M','28007','M840466850','28007','es_tech',180.03,0
31,'C1226947303','2','F','28007','M151143676','28007','es_barsandrestaurants',18.66,0
31,'C479535332','5','F','28007','M1823072687','28007','es_transportation',57.25,0
31,'C1089903335','3','M','28007','M85975013','28007','es_food',2.95,0
31,'C369405043','4','M','28007','M1823072687','28007','es_transportation',21.19,0
31,'C718801730','2','M','28007','M348934600','28007','es_transportation',41.89,0
31,'C1508373758','3','M','28007','M1823072687','28007','es_transportation',50.09,0
31,'C914285365','4','M','28007','M151143676','28007','es_barsandrestaurants',14.15,0
31,'C1350082938','3','M','28007','M348934600','28007','es_transportation',9.04,0
31,'C407936671','2','F','28007','M348934600','28007','es_transportation',27.7,0
31,'C1980965530','4','M','28007','M348934600','28007','es_transportation',27.65,0
31,'C1918935856','4','M','28007','M348934600','28007','es_transportation',54.6,0
31,'C1807765388','3','F','28007','M348934600','28007','es_transportation',32.53,0
31,'C1743327214','2','M','28007','M348934600','28007','es_transportation',52.05,0
31,'C1130847219','4','M','28007','M348934600','28007','es_transportation',18.95,0
31,'C938819633','1','M','28007','M348934600','28007','es_transportation',5.06,0
31,'C1635613216','4','F','28007','M348934600','28007','es_transportation',38.44,0
31,'C582479974','2','M','28007','M348934600','28007','es_transportation',50.23,0
31,'C1965115675','3','F','28007','M348934600','28007','es_transportation',36.61,0
31,'C1582366224','5','M','28007','M348934600','28007','es_transportation',0.94,0
31,'C1102156492','4','M','28007','M348934600','28007','es_transportation',1.41,0
31,'C507831273','6','M','28007','M348934600','28007','es_transportation',31.01,0
31,'C1714895875','2','M','28007','M933210764','28007','es_sportsandtoys',37.38,0
31,'C78631448','1','F','28007','M480139044','28007','es_health',152.35,0
31,'C607521473','2','M','28007','M348934600','28007','es_transportation',14.32,0
31,'C897057254','2','F','28007','M348934600','28007','es_transportation',28.06,0
31,'C1394428191','1','F','28007','M348934600','28007','es_transportation',35.03,0
31,'C1911281701','2','M','28007','M348934600','28007','es_transportation',0.98,0
31,'C607479057','3','F','28007','M1823072687','28007','es_transportation',27.96,0
31,'C1797237747','3','M','28007','M1823072687','28007','es_transportation',28.79,0
31,'C143836998','5','F','28007','M348934600','28007','es_transportation',13.16,0
31,'C1567385001','2','F','28007','M348934600','28007','es_transportation',16.82,0
31,'C814878326','3','F','28007','M348934600','28007','es_transportation',30.68,0
31,'C1166683343','2','F','28007','M1823072687','28007','es_transportation',3.33,0
31,'C840928568','1','M','28007','M348934600','28007','es_transportation',2.16,0
31,'C1582197917','2','F','28007','M348934600','28007','es_transportation',2.81,0
31,'C378899672','1','F','28007','M151143676','28007','es_barsandrestaurants',11.06,0
31,'C678324895','3','F','28007','M547558035','28007','es_fashion',70.05,0
31,'C1648492699','5','F','28007','M1823072687','28007','es_transportation',25.05,0
31,'C1466730207','4','F','28007','M348934600','28007','es_transportation',2.71,0
31,'C1950870438','1','F','28007','M1823072687','28007','es_transportation',33.34,0
31,'C1612798177','3','F','28007','M85975013','28007','es_food',60.82,0
31,'C885555910','5','F','28007','M85975013','28007','es_food',12.96,0
31,'C207575907','6','M','28007','M1823072687','28007','es_transportation',4.47,0
31,'C1969886762','4','M','28007','M348934600','28007','es_transportation',42.36,0
31,'C1051712338','4','M','28007','M348934600','28007','es_transportation',35.66,0
31,'C1560259762','3','F','28007','M348934600','28007','es_transportation',7.2,0
31,'C1412753123','3','F','28007','M348934600','28007','es_transportation',0.66,0
31,'C1342118588','3','F','28007','M348934600','28007','es_transportation',18.08,0
31,'C1289997724','4','F','28007','M348934600','28007','es_transportation',31.91,0
31,'C2106115023','5','M','28007','M85975013','28007','es_food',60.99,0
31,'C56197730','2','M','28007','M1823072687','28007','es_transportation',63.98,0
32,'C1362863442','2','F','28007','M151143676','28007','es_barsandrestaurants',52.82,0
32,'C1876642037','4','M','28007','M151143676','28007','es_barsandrestaurants',3.51,0
32,'C1980302296','1','F','28007','M1823072687','28007','es_transportation',27.95,0
32,'C1222389110','3','M','28007','M1823072687','28007','es_transportation',18.13,0
32,'C1955375790','3','M','28007','M348934600','28007','es_transportation',48,0
32,'C680687990','4','F','28007','M348934600','28007','es_transportation',27.1,0
32,'C1483007108','1','F','28007','M1823072687','28007','es_transportation',1.18,0
32,'C76780537','6','F','28007','M85975013','28007','es_food',9.58,0
32,'C694574500','6','M','28007','M1823072687','28007','es_transportation',38.59,0
32,'C1314685160','1','M','28007','M348934600','28007','es_transportation',43.92,0
32,'C546386486','3','F','28007','M980657600','28007','es_sportsandtoys',172.56,1
32,'C1799010144','2','F','28007','M1823072687','28007','es_transportation',51.5,0
32,'C2140000055','3','M','28007','M348934600','28007','es_transportation',48.05,0
32,'C334841918','2','M','28007','M1823072687','28007','es_transportation',41.04,0
32,'C2016890783','5','F','28007','M348934600','28007','es_transportation',20.11,0
32,'C148765233','0','F','28007','M1823072687','28007','es_transportation',31.48,0
32,'C927766810','3','F','28007','M348934600','28007','es_transportation',24.69,0
32,'C1576250855','2','F','28007','M348934600','28007','es_transportation',29.32,0
32,'C423891632','5','M','28007','M1823072687','28007','es_transportation',1.06,0
32,'C260437492','3','F','28007','M348934600','28007','es_transportation',1.21,0
32,'C1906259613','6','F','28007','M348934600','28007','es_transportation',55.34,0
32,'C1695454092','2','M','28007','M348934600','28007','es_transportation',22.48,0
32,'C281474709','5','F','28007','M348934600','28007','es_transportation',22.82,0
32,'C87697988','6','F','28007','M348934600','28007','es_transportation',37.16,0
32,'C1262879702','1','M','28007','M1823072687','28007','es_transportation',28.27,0
32,'C187514477','3','M','28007','M348934600','28007','es_transportation',39.34,0
32,'C1676378077','2','F','28007','M1823072687','28007','es_transportation',17.79,0
32,'C2110568911','2','F','28007','M855959430','28007','es_hyper',58.22,0
32,'C16791543','4','M','28007','M1823072687','28007','es_transportation',33.55,0
32,'C1622124632','2','M','28007','M348934600','28007','es_transportation',25.91,0
32,'C1816212551','1','F','28007','M1823072687','28007','es_transportation',22.76,0
32,'C2136422351','2','F','28007','M348934600','28007','es_transportation',23.51,0
32,'C808977147','2','M','28007','M348934600','28007','es_transportation',36.52,0
32,'C1815981756','4','F','28007','M348934600','28007','es_transportation',7.75,0
32,'C140234280','2','F','28007','M348934600','28007','es_transportation',27.43,0
32,'C1943207086','5','F','28007','M348934600','28007','es_transportation',40.12,0
32,'C151715772','3','F','28007','M348934600','28007','es_transportation',32.36,0
32,'C1830714840','4','F','28007','M1823072687','28007','es_transportation',1.17,0
32,'C658175205','3','F','28007','M855959430','28007','es_hyper',66.79,0
32,'C161733249','4','M','28007','M348934600','28007','es_transportation',49.04,0
32,'C1992803690','2','F','28007','M1823072687','28007','es_transportation',18.97,0
32,'C193924578','4','F','28007','M348934600','28007','es_transportation',12.34,0
32,'C582688427','5','M','28007','M1649169323','28007','es_sportsandtoys',10.64,0
32,'C245908628','3','M','28007','M348934600','28007','es_transportation',27.98,0
32,'C126488680','4','M','28007','M348934600','28007','es_transportation',34.39,0
32,'C1501156188','5','F','28007','M348934600','28007','es_transportation',25.48,0
32,'C970603000','5','M','28007','M348934600','28007','es_transportation',29.11,0
32,'C446298173','4','F','28007','M348934600','28007','es_transportation',36.39,0
32,'C1542345868','6','F','28007','M1823072687','28007','es_transportation',26.84,0
32,'C1878500339','2','F','28007','M348934600','28007','es_transportation',13.69,0
32,'C432449092','5','M','28007','M1823072687','28007','es_transportation',14.55,0
32,'C1385406679','2','M','28007','M348934600','28007','es_transportation',42.25,0
32,'C1395098424','2','F','28007','M348934600','28007','es_transportation',44.18,0
32,'C1734585073','5','F','28007','M348934600','28007','es_transportation',5.85,0
32,'C387520458','1','M','28007','M348934600','28007','es_transportation',3.34,0
32,'C1122835446','2','F','28007','M1823072687','28007','es_transportation',35.12,0
32,'C1962291095','2','M','28007','M348934600','28007','es_transportation',16.55,0
32,'C792341594','3','M','28007','M1823072687','28007','es_transportation',50.27,0
32,'C75274383','4','M','28007','M1823072687','28007','es_transportation',49.32,0
32,'C1461774305','3','F','28007','M348934600','28007','es_transportation',44.52,0
32,'C1798103026','4','F','28007','M348934600','28007','es_transportation',22.31,0
32,'C2082605784','3','M','28007','M1823072687','28007','es_transportation',8.9,0
32,'C1054818236','3','M','28007','M348934600','28007','es_transportation',13.84,0
32,'C1660830591','1','F','28007','M1823072687','28007','es_transportation',21.43,0
32,'C302774270','2','F','28007','M1823072687','28007','es_transportation',40.47,0
32,'C673994225','2','M','28007','M348934600','28007','es_transportation',0.5,0
32,'C950325755','2','F','28007','M1823072687','28007','es_transportation',7.91,0
32,'C1569939854','6','F','28007','M348934600','28007','es_transportation',22.38,0
32,'C109947606','3','F','28007','M1823072687','28007','es_transportation',5.23,0
32,'C1598762673','3','M','28007','M1823072687','28007','es_transportation',0,0
32,'C1700159150','4','F','28007','M348934600','28007','es_transportation',19.53,0
32,'C233548839','2','F','28007','M348934600','28007','es_transportation',10.67,0
32,'C399875163','2','M','28007','M1823072687','28007','es_transportation',30.8,0
32,'C1084672760','2','F','28007','M1823072687','28007','es_transportation',55.15,0
33,'C813347783','1','F','28007','M348934600','28007','es_transportation',54.28,0
33,'C1680347409','2','F','28007','M348934600','28007','es_transportation',4.31,0
33,'C1646244537','4','M','28007','M1842530320','28007','es_tech',34.47,0
33,'C795132749','5','F','28007','M1823072687','28007','es_transportation',38.4,0
33,'C2083329818','2','F','28007','M348934600','28007','es_transportation',14.62,0
33,'C2058916086','2','F','28007','M348934600','28007','es_transportation',37.96,0
33,'C791033780','6','F','28007','M348934600','28007','es_transportation',15.7,0
33,'C695108722','2','M','28007','M1823072687','28007','es_transportation',8.78,0
33,'C186516178','3','F','28007','M348934600','28007','es_transportation',30.47,0
33,'C1275741147','3','F','28007','M348934600','28007','es_transportation',56.18,0
33,'C816519533','1','F','28007','M1823072687','28007','es_transportation',13.37,0
33,'C1850870588','2','M','28007','M1198415165','28007','es_wellnessandbeauty',29.45,0
33,'C1847111025','3','M','28007','M855959430','28007','es_hyper',33.4,0
33,'C1849046345','4','F','28007','M1198415165','28007','es_wellnessandbeauty',254.21,1
33,'C5079947','3','F','28007','M348934600','28007','es_transportation',7.32,0
33,'C1760492708','1','F','28007','M1823072687','28007','es_transportation',10.41,0
33,'C1861613802','6','M','28007','M348934600','28007','es_transportation',8.01,0
33,'C1650590141','3','F','28007','M348934600','28007','es_transportation',5.6,0
33,'C671524709','5','F','28007','M1823072687','28007','es_transportation',11.58,0
33,'C1703319891','5','F','28007','M1823072687','28007','es_transportation',50.9,0
33,'C801797246','2','F','28007','M78078399','28007','es_wellnessandbeauty',61.33,0
33,'C23740594','3','M','28007','M348934600','28007','es_transportation',8.56,0
33,'C801383032','3','M','28007','M1823072687','28007','es_transportation',43.84,0
33,'C1408489165','2','M','28007','M348934600','28007','es_transportation',33.53,0
33,'C1781238594','4','F','28007','M348934600','28007','es_transportation',64.24,0
33,'C1799527037','2','M','28007','M1823072687','28007','es_transportation',2.36,0
33,'C1723242462','5','M','28007','M1823072687','28007','es_transportation',40.51,0
33,'C1617276678','3','M','28007','M1823072687','28007','es_transportation',37.26,0
33,'C2144163136','1','F','28007','M348934600','28007','es_transportation',64.94,0
33,'C1316160034','4','M','28007','M1823072687','28007','es_transportation',17.49,0
33,'C1193034305','4','F','28007','M348934600','28007','es_transportation',4.4,0
33,'C1857873865','2','F','28007','M348934600','28007','es_transportation',40.74,0
33,'C2086664398','2','F','28007','M348934600','28007','es_transportation',22.3,0
33,'C300052027','1','F','28007','M348934600','28007','es_transportation',19.43,0
33,'C1529207541','2','F','28007','M348934600','28007','es_transportation',19.25,0
33,'C1564260047','3','F','28007','M348934600','28007','es_transportation',20.84,0
33,'C1487874353','4','M','28007','M1823072687','28007','es_transportation',62.48,0
33,'C1786430014','1','F','28007','M1053599405','28007','es_health',76.34,0
33,'C1338020899','3','M','28007','M348934600','28007','es_transportation',52.45,0
33,'C1075787773','3','M','28007','M1823072687','28007','es_transportation',7.11,0
33,'C285306155','2','M','28007','M1823072687','28007','es_transportation',30.02,0
33,'C1039748502','2','F','28007','M348934600','28007','es_transportation',18.86,0
33,'C529768403','6','F','28007','M1823072687','28007','es_transportation',33.74,0
33,'C199512926','4','M','28007','M348934600','28007','es_transportation',54.22,0
33,'C26045684','4','F','28007','M348934600','28007','es_transportation',10.51,0
33,'C841817769','3','F','28007','M348934600','28007','es_transportation',24.28,0
33,'C228319796','2','F','28007','M1198415165','28007','es_wellnessandbeauty',73.93,0
33,'C1740186506','3','M','28007','M348934600','28007','es_transportation',48.13,0
33,'C576453501','4','M','28007','M348934600','28007','es_transportation',13.8,0
33,'C247656929','2','F','28007','M348934600','28007','es_transportation',3.95,0
33,'C975044667','2','F','28007','M85975013','28007','es_food',69.5,0
33,'C249473604','4','F','28007','M348934600','28007','es_transportation',14.86,0
33,'C474891377','4','M','28007','M348934600','28007','es_transportation',22.85,0
33,'C1622415837','2','F','28007','M348934600','28007','es_transportation',10.8,0
33,'C1104044396','1','M','28007','M348934600','28007','es_transportation',15.05,0
33,'C1948527523','5','M','28007','M348934600','28007','es_transportation',30.55,0
33,'C1236503001','2','F','28007','M1823072687','28007','es_transportation',2.52,0
33,'C133432771','2','F','28007','M1823072687','28007','es_transportation',0.66,0
33,'C1862384239','4','M','28007','M348934600','28007','es_transportation',2.16,0
33,'C897057254','2','F','28007','M348934600','28007','es_transportation',19.68,0
33,'C1149179033','5','M','28007','M348934600','28007','es_transportation',21.6,0
33,'C725307945','2','M','28007','M348934600','28007','es_transportation',11.6,0
33,'C1999699557','3','F','28007','M1823072687','28007','es_transportation',43.95,0
33,'C176392439','2','M','28007','M348934600','28007','es_transportation',32.4,0
33,'C1541237057','2','F','28007','M348934600','28007','es_transportation',38.79,0
33,'C381528901','5','M','28007','M348934600','28007','es_transportation',5.43,0
33,'C207575907','6','M','28007','M1823072687','28007','es_transportation',16.05,0
33,'C2129964241','2','M','28007','M151143676','28007','es_barsandrestaurants',107.55,0
33,'C970538683','2','M','28007','M348934600','28007','es_transportation',2.4,0
33,'C638119430','4','F','28007','M348934600','28007','es_transportation',35.47,0
33,'C1146143839','3','F','28007','M348934600','28007','es_transportation',60.86,0
33,'C1166355595','4','F','28007','M348934600','28007','es_transportation',44.9,0
33,'C2036557936','2','M','28007','M348934600','28007','es_transportation',47.86,0
33,'C980475207','4','F','28007','M1823072687','28007','es_transportation',7.07,0
33,'C1622587363','5','M','28007','M348934600','28007','es_transportation',23.86,0
33,'C1866572071','3','F','28007','M1823072687','28007','es_transportation',30.44,0
33,'C985732014','2','F','28007','M348934600','28007','es_transportation',12.35,0
33,'C1275518867','5','F','28007','M348934600','28007','es_transportation',47.78,0
33,'C859628493','3','F','28007','M348934600','28007','es_transportation',11.87,0
33,'C677561666','1','F','28007','M85975013','28007','es_food',9.67,0
33,'C170769685','4','M','28007','M348934600','28007','es_transportation',37.06,0
33,'C652253057','5','M','28007','M1823072687','28007','es_transportation',42.06,0
33,'C1256908044','3','F','28007','M1823072687','28007','es_transportation',10.9,0
33,'C1279143519','5','F','28007','M1823072687','28007','es_transportation',12.78,0
33,'C172921013','5','M','28007','M151143676','28007','es_barsandrestaurants',36.2,0
33,'C1093842718','2','M','28007','M348934600','28007','es_transportation',32.09,0
33,'C1807153148','4','F','28007','M348934600','28007','es_transportation',2.36,0
33,'C825744832','2','M','28007','M151143676','28007','es_barsandrestaurants',52.68,0
33,'C1557689947','1','F','28007','M1823072687','28007','es_transportation',15.86,0
33,'C1720950881','6','F','28007','M1823072687','28007','es_transportation',29.5,0
33,'C12662072','4','F','28007','M1823072687','28007','es_transportation',12.54,0
33,'C1920284556','2','F','28007','M348934600','28007','es_transportation',8.37,0
33,'C2132909556','2','M','28007','M1823072687','28007','es_transportation',20.1,0
33,'C1735092211','3','F','28007','M348934600','28007','es_transportation',31.63,0
33,'C488606576','2','F','28007','M348934600','28007','es_transportation',25.72,0
33,'C1415998962','2','F','28007','M1823072687','28007','es_transportation',20.33,0
34,'C951702775','2','M','28007','M348934600','28007','es_transportation',0.53,0
34,'C1857263556','1','F','28007','M348934600','28007','es_transportation',50.34,0
34,'C635603510','2','M','28007','M348934600','28007','es_transportation',17.57,0
34,'C587299231','2','F','28007','M480139044','28007','es_health',271.84,1
34,'C1303226190','1','F','28007','M1823072687','28007','es_transportation',32.45,0
34,'C1259046770','4','F','28007','M1823072687','28007','es_transportation',23.46,0
34,'C602373594','2','F','28007','M348934600','28007','es_transportation',31.3,0
34,'C1255231772','2','F','28007','M348934600','28007','es_transportation',23.16,0
34,'C102364766','2','F','28007','M348934600','28007','es_transportation',5.16,0
34,'C1147125608','2','M','28007','M151143676','28007','es_barsandrestaurants',38.01,0
34,'C1314685160','1','M','28007','M348934600','28007','es_transportation',45.08,0
34,'C1731163929','2','F','28007','M348934600','28007','es_transportation',34,0
34,'C602544155','4','M','28007','M348934600','28007','es_transportation',25.57,0
34,'C2113973089','2','F','28007','M1823072687','28007','es_transportation',16.16,0
34,'C797980818','3','M','28007','M85975013','28007','es_food',9.44,0
34,'C1542345868','6','F','28007','M1823072687','28007','es_transportation',40.07,0
34,'C1267913176','2','M','28007','M348934600','28007','es_transportation',19.43,0
34,'C77415586','3','M','28007','M348934600','28007','es_transportation',15.22,0
34,'C1628244008','2','M','28007','M480139044','28007','es_health',232.91,0
34,'C1622587363','5','M','28007','M348934600','28007','es_transportation',52.35,0
34,'C2049000934','5','M','28007','M348934600','28007','es_transportation',12.98,0
34,'C607532274','5','F','28007','M348934600','28007','es_transportation',74.1,0
34,'C144168365','4','M','28007','M348934600','28007','es_transportation',26.17,0
34,'C1238755034','4','M','28007','M1535107174','28007','es_wellnessandbeauty',36.18,0
34,'C128008012','5','F','28007','M348934600','28007','es_transportation',18.66,0
34,'C532292379','3','M','28007','M1823072687','28007','es_transportation',24.31,0
34,'C1130259702','3','M','28007','M348934600','28007','es_transportation',27.92,0
34,'C971838371','4','F','28007','M1600850729','28007','es_fashion',66.06,0
34,'C1794686407','2','F','28007','M348934600','28007','es_transportation',10.45,0
34,'C448612141','3','M','28007','M1823072687','28007','es_transportation',32.83,0
34,'C1631162170','4','F','28007','M480139044','28007','es_health',179.06,0
34,'C298317613','6','F','28007','M348934600','28007','es_transportation',23.28,0
34,'C1059534096','3','M','28007','M85975013','28007','es_food',60.84,0
34,'C1560676680','2','F','28007','M1823072687','28007','es_transportation',3.61,0
34,'C1435043122','5','M','28007','M209847108','28007','es_wellnessandbeauty',24.69,0
34,'C1018388493','2','M','28007','M85975013','28007','es_food',50.79,0
34,'C1464489812','4','M','28007','M980657600','28007','es_sportsandtoys',184.25,1
34,'C312053639','3','M','28007','M85975013','28007','es_food',20.88,0
34,'C1745468920','2','F','28007','M348934600','28007','es_transportation',56.66,0
34,'C57136184','6','F','28007','M980657600','28007','es_sportsandtoys',16.6,1
34,'C1787239285','1','F','28007','M348934600','28007','es_transportation',28.32,0
34,'C1694165271','2','M','28007','M348934600','28007','es_transportation',45.21,0
34,'C16791543','4','M','28007','M1823072687','28007','es_transportation',46.89,0
34,'C1546864044','1','M','28007','M348934600','28007','es_transportation',10.97,0
34,'C1928842916','2','M','28007','M348934600','28007','es_transportation',9.2,0
34,'C608407663','3','F','28007','M348934600','28007','es_transportation',20.46,0
34,'C1060018471','4','F','28007','M1823072687','28007','es_transportation',10.99,0
34,'C56197730','2','M','28007','M1823072687','28007','es_transportation',30.52,0
34,'C381250974','2','F','28007','M1823072687','28007','es_transportation',23.1,0
34,'C1718591511','5','M','28007','M1823072687','28007','es_transportation',55.76,0
34,'C83086349','6','M','28007','M348934600','28007','es_transportation',33.7,0
34,'C463841109','2','M','28007','M348934600','28007','es_transportation',46.12,0
34,'C1422393615','2','M','28007','M348934600','28007','es_transportation',14.62,0
34,'C1809615650','4','M','28007','M348934600','28007','es_transportation',46.73,0
34,'C1792734476','1','F','28007','M348934600','28007','es_transportation',45.01,0
34,'C1350793893','1','M','28007','M1823072687','28007','es_transportation',20.11,0
34,'C746862122','3','M','28007','M348934600','28007','es_transportation',16.99,0
